PY_API,URL,ALIASES,CPP_API,CPP_URL
Feature,https://www.tensorflow.org/api_docs/python/tf/train/Feature,"['tf.compat.v1.train.Feature', 'tf.compat.v2.train.Feature']",,
FeatureList,https://www.tensorflow.org/api_docs/python/tf/train/FeatureList,"['tf.compat.v1.train.FeatureList', 'tf.compat.v2.train.FeatureList']",,
FeatureLists,https://www.tensorflow.org/api_docs/python/tf/train/FeatureLists,"['tf.compat.v1.train.FeatureLists', 'tf.compat.v2.train.FeatureLists']",,
FeatureLists.FeatureListEntry,https://www.tensorflow.org/api_docs/python/tf/train/FeatureLists/FeatureListEntry,"['tf.compat.v1.train.FeatureLists.FeatureListEntry', 'tf.compat.v2.train.FeatureLists.FeatureListEntry']",,
Features,https://www.tensorflow.org/api_docs/python/tf/train/Features,"['tf.compat.v1.train.Features', 'tf.compat.v2.train.Features']",,
Features.FeatureEntry,https://www.tensorflow.org/api_docs/python/tf/train/Features/FeatureEntry,"['tf.compat.v1.train.Features.FeatureEntry', 'tf.compat.v2.train.Features.FeatureEntry']",,
FloatList,https://www.tensorflow.org/api_docs/python/tf/train/FloatList,"['tf.compat.v1.train.FloatList', 'tf.compat.v2.train.FloatList']",,
get_checkpoint_state,https://www.tensorflow.org/api_docs/python/tf/train/get_checkpoint_state,"['tf.compat.v1.train.get_checkpoint_state', 'tf.compat.v2.train.get_checkpoint_state']",,
Int64List,https://www.tensorflow.org/api_docs/python/tf/train/Int64List,"['tf.compat.v1.train.Int64List', 'tf.compat.v2.train.Int64List']",,
JobDef,https://www.tensorflow.org/api_docs/python/tf/train/JobDef,"['tf.compat.v1.train.JobDef', 'tf.compat.v2.train.JobDef']",,
JobDef.TasksEntry,https://www.tensorflow.org/api_docs/python/tf/train/JobDef/TasksEntry,"['tf.compat.v1.train.JobDef.TasksEntry', 'tf.compat.v2.train.JobDef.TasksEntry']",,
latest_checkpoint,https://www.tensorflow.org/api_docs/python/tf/train/latest_checkpoint,"['tf.compat.v1.train.latest_checkpoint', 'tf.compat.v2.train.latest_checkpoint']",,
list_variables,https://www.tensorflow.org/api_docs/python/tf/train/list_variables,"['tf.compat.v1.train.list_variables', 'tf.compat.v2.train.list_variables']",,
load_checkpoint,https://www.tensorflow.org/api_docs/python/tf/train/load_checkpoint,"['tf.compat.v1.train.load_checkpoint', 'tf.compat.v2.train.load_checkpoint']",,
load_variable,https://www.tensorflow.org/api_docs/python/tf/train/load_variable,"['tf.compat.v1.train.load_variable', 'tf.compat.v2.train.load_variable']",,
SequenceExample,https://www.tensorflow.org/api_docs/python/tf/train/SequenceExample,"['tf.compat.v1.train.SequenceExample', 'tf.compat.v2.train.SequenceExample']",,
ServerDef,https://www.tensorflow.org/api_docs/python/tf/train/ServerDef,"['tf.compat.v1.train.ServerDef', 'tf.compat.v2.train.ServerDef']",,
disable_mixed_precision_graph_rewrite,https://www.tensorflow.org/api_docs/python/tf/train/experimental/disable_mixed_precision_graph_rewrite,['tf.compat.v2.train.experimental.disable_mixed_precision_graph_rewrite'],,
enable_mixed_precision_graph_rewrite,https://www.tensorflow.org/api_docs/python/tf/train/experimental/enable_mixed_precision_graph_rewrite,['tf.compat.v2.train.experimental.enable_mixed_precision_graph_rewrite'],,
PythonState,https://www.tensorflow.org/api_docs/python/tf/train/experimental/PythonState,"['tf.compat.v1.train.experimental.PythonState', 'tf.compat.v2.train.experimental.PythonState']",,
compile,https://www.tensorflow.org/api_docs/python/tf/xla/experimental/compile,"['tf.compat.v1.xla.experimental.compile', 'tf.compat.v2.xla.experimental.compile']",,
jit_scope,https://www.tensorflow.org/api_docs/python/tf/xla/experimental/jit_scope,"['tf.compat.v1.xla.experimental.jit_scope', 'tf.compat.v2.xla.experimental.jit_scope']",,
,,,tensorflow::ops::ConjugateTranspose,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conjugate-transpose.html
,,,tensorflow::ops::DebugGradientIdentity,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/debug-gradient-identity.html
,,,tensorflow::ops::DebugGradientRefIdentity,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/debug-gradient-ref-identity.html
,,,tensorflow::ops::DeepCopy,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/deep-copy.html
,,,tensorflow::ops::Empty,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/empty.html
,,,tensorflow::ops::GatherV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/gather-v2.html
,,,tensorflow::ops::ImmutableConst,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/immutable-const.html
,,,tensorflow::ops::InplaceAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/inplace-add.html
,,,tensorflow::ops::InplaceSub,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/inplace-sub.html
,,,tensorflow::ops::InplaceUpdate,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/inplace-update.html
,,,tensorflow::ops::MatrixBandPart,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/matrix-band-part.html
,,,tensorflow::ops::MatrixDiag,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/matrix-diag.html
,,,tensorflow::ops::MatrixDiagPart,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/matrix-diag-part.html
,,,tensorflow::ops::MatrixDiagPartV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/matrix-diag-part-v2.html
,,,tensorflow::ops::MatrixDiagV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/matrix-diag-v2.html
,,,tensorflow::ops::MatrixSetDiag,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/matrix-set-diag.html
,,,tensorflow::ops::MatrixSetDiagV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/matrix-set-diag-v2.html
,,,tensorflow::ops::MirrorPad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/mirror-pad.html
,,,tensorflow::ops::PadV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/pad-v2.html
,,,tensorflow::ops::ParallelConcat,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parallel-concat.html
,,,tensorflow::ops::PreventGradient,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/prevent-gradient.html
,,,tensorflow::ops::QuantizeAndDequantizeV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantize-and-dequantize-v2.html
,,,tensorflow::ops::QuantizeAndDequantizeV3,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantize-and-dequantize-v3.html
,,,tensorflow::ops::QuantizedInstanceNorm,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-instance-norm.html
,,,tensorflow::ops::SetDiff1D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/set-diff1-d.html
,,,tensorflow::ops::Abort,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/abort.html
,,,tensorflow::ops::ControlTrigger,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/control-trigger.html
,,,tensorflow::ops::LoopCond,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/loop-cond.html
,,,tensorflow::ops::NextIteration,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/next-iteration.html
,,,tensorflow::ops::RefNextIteration,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/ref-next-iteration.html
,,,tensorflow::ops::RefSelect,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/ref-select.html
,,,tensorflow::ops::RefSwitch,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/ref-switch.html
,,,tensorflow::ClientSession,https://www.tensorflow.org/api_docs/cc/class/tensorflow/client-session.html
,,,tensorflow::Input,https://www.tensorflow.org/api_docs/cc/class/tensorflow/input.html
,,,tensorflow::InputList,https://www.tensorflow.org/api_docs/cc/class/tensorflow/input-list.html
,,,tensorflow::Operation,https://www.tensorflow.org/api_docs/cc/class/tensorflow/operation.html
,,,tensorflow::Output,https://www.tensorflow.org/api_docs/cc/class/tensorflow/output.html
,,,tensorflow::Scope,https://www.tensorflow.org/api_docs/cc/class/tensorflow/scope.html
,,,tensorflow::Status,https://www.tensorflow.org/api_docs/cc/class/tensorflow/status.html
,,,tensorflow::Tensor,https://www.tensorflow.org/api_docs/cc/class/tensorflow/tensor.html
,,,tensorflow::ops::AccumulatorApplyGradient,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/accumulator-apply-gradient.html
,,,tensorflow::ops::AccumulatorNumAccumulated,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/accumulator-num-accumulated.html
,,,tensorflow::ops::AccumulatorSetGlobalStep,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/accumulator-set-global-step.html
,,,tensorflow::ops::AccumulatorTakeGradient,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/accumulator-take-gradient.html
,,,tensorflow::ops::Barrier,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/barrier.html
,,,tensorflow::ops::BarrierClose,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/barrier-close.html
,,,tensorflow::ops::BarrierIncompleteSize,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/barrier-incomplete-size.html
,,,tensorflow::ops::BarrierInsertMany,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/barrier-insert-many.html
,,,tensorflow::ops::BarrierReadySize,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/barrier-ready-size.html
,,,tensorflow::ops::BarrierTakeMany,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/barrier-take-many.html
,,,tensorflow::ops::GetSessionHandleV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/get-session-handle-v2.html
,,,tensorflow::ops::MapClear,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/map-clear.html
,,,tensorflow::ops::MapIncompleteSize,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/map-incomplete-size.html
,,,tensorflow::ops::MapPeek,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/map-peek.html
,,,tensorflow::ops::MapSize,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/map-size.html
,,,tensorflow::ops::MapStage,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/map-stage.html
,,,tensorflow::ops::MapUnstage,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/map-unstage.html
,,,tensorflow::ops::MapUnstageNoKey,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/map-unstage-no-key.html
,,,tensorflow::ops::OrderedMapClear,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/ordered-map-clear.html
,,,tensorflow::ops::OrderedMapIncompleteSize,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/ordered-map-incomplete-size.html
,,,tensorflow::ops::OrderedMapPeek,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/ordered-map-peek.html
,,,tensorflow::ops::OrderedMapSize,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/ordered-map-size.html
,,,tensorflow::ops::OrderedMapStage,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/ordered-map-stage.html
,,,tensorflow::ops::OrderedMapUnstage,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/ordered-map-unstage.html
,,,tensorflow::ops::OrderedMapUnstageNoKey,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/ordered-map-unstage-no-key.html
,,,tensorflow::ops::ParallelDynamicStitch,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parallel-dynamic-stitch.html
,,,tensorflow::ops::QueueClose,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/queue-close.html
,,,tensorflow::ops::QueueDequeue,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/queue-dequeue.html
,,,tensorflow::ops::QueueDequeueMany,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/queue-dequeue-many.html
,,,tensorflow::ops::QueueDequeueUpTo,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/queue-dequeue-up-to.html
,,,tensorflow::ops::QueueEnqueue,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/queue-enqueue.html
,,,tensorflow::ops::QueueEnqueueMany,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/queue-enqueue-many.html
,,,tensorflow::ops::QueueIsClosed,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/queue-is-closed.html
,,,tensorflow::ops::QueueIsClosedV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/queue-is-closed-v2.html
,,,tensorflow::ops::QueueSize,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/queue-size.html
,,,tensorflow::ops::RecordInput,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/record-input.html
,,,tensorflow::ops::SparseAccumulatorApplyGradient,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-accumulator-apply-gradient.html
,,,tensorflow::ops::SparseAccumulatorTakeGradient,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-accumulator-take-gradient.html
,,,tensorflow::ops::Stage,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/stage.html
,,,tensorflow::ops::StageClear,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/stage-clear.html
,,,tensorflow::ops::StagePeek,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/stage-peek.html
,,,tensorflow::ops::StageSize,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/stage-size.html
,,,tensorflow::ops::TensorArrayClose,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tensor-array-close.html
,,,tensorflow::ops::TensorArrayConcat,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tensor-array-concat.html
,,,tensorflow::ops::TensorArrayGather,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tensor-array-gather.html
,,,tensorflow::ops::TensorArrayGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tensor-array-grad.html
,,,tensorflow::ops::TensorArrayGradWithShape,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tensor-array-grad-with-shape.html
,,,tensorflow::ops::TensorArrayRead,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tensor-array-read.html
,,,tensorflow::ops::TensorArrayScatter,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tensor-array-scatter.html
,,,tensorflow::ops::TensorArraySize,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tensor-array-size.html
,,,tensorflow::ops::TensorArraySplit,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tensor-array-split.html
,,,tensorflow::ops::TensorArrayWrite,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tensor-array-write.html
,,,tensorflow::ops::Unstage,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unstage.html
,,,tensorflow::ops::CropAndResizeGradBoxes,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/crop-and-resize-grad-boxes.html
,,,tensorflow::ops::CropAndResizeGradImage,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/crop-and-resize-grad-image.html
,,,tensorflow::ops::DrawBoundingBoxesV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/draw-bounding-boxes-v2.html
,,,tensorflow::ops::EncodeJpegVariableQuality,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/encode-jpeg-variable-quality.html
,,,tensorflow::ops::HSVToRGB,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/h-s-v-to-r-g-b.html
,,,tensorflow::ops::NonMaxSuppressionV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/non-max-suppression-v2.html
,,,tensorflow::ops::NonMaxSuppressionV3,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/non-max-suppression-v3.html
,,,tensorflow::ops::NonMaxSuppressionV4,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/non-max-suppression-v4.html
,,,tensorflow::ops::NonMaxSuppressionV5,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/non-max-suppression-v5.html
,,,tensorflow::ops::NonMaxSuppressionWithOverlaps,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/non-max-suppression-with-overlaps.html
,,,tensorflow::ops::QuantizedResizeBilinear,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-resize-bilinear.html
,,,tensorflow::ops::RGBToHSV,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/r-g-b-to-h-s-v.html
,,,tensorflow::ops::SampleDistortedBoundingBoxV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sample-distorted-bounding-box-v2.html
,,,tensorflow::ops::ScaleAndTranslate,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/scale-and-translate.html
,,,tensorflow::ops::MergeV2Checkpoints,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/merge-v2-checkpoints.html
,,,tensorflow::ops::ReaderNumRecordsProduced,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reader-num-records-produced.html
,,,tensorflow::ops::ReaderNumWorkUnitsCompleted,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reader-num-work-units-completed.html
,,,tensorflow::ops::ReaderRead,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reader-read.html
,,,tensorflow::ops::ReaderReadUpTo,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reader-read-up-to.html
,,,tensorflow::ops::ReaderReset,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reader-reset.html
,,,tensorflow::ops::ReaderRestoreState,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reader-restore-state.html
,,,tensorflow::ops::ReaderSerializeState,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reader-serialize-state.html
,,,tensorflow::ops::Restore,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/restore.html
,,,tensorflow::ops::RestoreSlice,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/restore-slice.html
,,,tensorflow::ops::RestoreV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/restore-v2.html
,,,tensorflow::ops::SaveSlices,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/save-slices.html
,,,tensorflow::ops::SaveV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/save-v2.html
,,,tensorflow::ops::ShardedFilename,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sharded-filename.html
,,,tensorflow::ops::ShardedFilespec,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sharded-filespec.html
,,,tensorflow::ops::HistogramSummary,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/histogram-summary.html
,,,tensorflow::ops::MergeSummary,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/merge-summary.html
,,,tensorflow::ops::PrintV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/print-v2.html
