,support,itemsets,length
303,0.0014347202295552368,"frozenset({'input', 'triangular'})",2
295,0.0014347202295552368,"frozenset({'single', 'returns', 'element', 'python', 'tensor', 'takes', 'function', 'inputs'})",8
305,0.0014347202295552368,"frozenset({'input', 'r', 'tensor'})",3
306,0.0014347202295552368,"frozenset({'true', 'r'})",2
287,0.0014347202295552368,"frozenset({'r', 'w', 'tensor'})",3
309,0.0014347202295552368,"frozenset({'tolerance', 'absolute'})",2
284,0.0014347202295552368,"frozenset({'matrix', 'dense'})",2
281,0.0014347202295552368,"frozenset({'values', 'output', 'interpolation'})",3
279,0.0014347202295552368,"frozenset({'input', 'gradient'})",2
278,0.0014347202295552368,"frozenset({'r', 'w', 'gradient'})",3
314,0.0014347202295552368,"frozenset({'broadcast', 'process', 'tensor'})",3
315,0.0014347202295552368,"frozenset({'broadcast', 'SOME_STRUCTURE'})",2
277,0.0014347202295552368,"frozenset({'true', 'gradient'})",2
272,0.0014347202295552368,"frozenset({'input', 'output', 'scale_factor', 'interpolation'})",4
320,0.0014347202295552368,"frozenset({'input', 'iw', 'ih', 'tensor', 'quantized', '_channels', 'minibatch'})",7
322,0.0014347202295552368,"frozenset({'d', 'n', 'case', 'c'})",4
323,0.0014347202295552368,"frozenset({'SOME_DTYPE', 'case'})",2
270,0.0014347202295552368,"frozenset({'input', 'symmetric'})",2
269,0.0014347202295552368,"frozenset({'run', 'torch', 'SOME_DTYPE'})",3
268,0.0014347202295552368,"frozenset({'function', 'run', 'SOME_DTYPE'})",3
327,0.0014347202295552368,"frozenset({'quantization', 'type'})",2
223,0.0014347202295552368,"frozenset({'tensor_list', 'rank', 'tensor'})",3
360,0.0014347202295552368,"frozenset({'batch', 'first', 'matrices', 'multiplied'})",4
361,0.0014347202295552368,"frozenset({'batch', 'second', 'matrices', 'multiplied'})",4
362,0.0014347202295552368,"frozenset({'input', 'size', 'm', 'k'})",4
393,0.0014347202295552368,"frozenset({'apply', 'dimension'})",2
394,0.0014347202295552368,"frozenset({'split', 'dimension'})",2
398,0.0014347202295552368,"frozenset({'operation', 'true', 'set', 'place'})",4
399,0.0014347202295552368,"frozenset({'values', 'padding'})",2
400,0.0014347202295552368,"frozenset({'padding', 'value'})",2
401,0.0014347202295552368,"frozenset({'function', 'outputs'})",2
402,0.0014347202295552368,"frozenset({'outputs', 'SOME_DTYPE'})",2
403,0.0014347202295552368,"frozenset({'two', 'dimension', 'dimensions', 'tensor'})",4
412,0.0014347202295552368,"frozenset({'added', 'tensor'})",2
415,0.0014347202295552368,"frozenset({'quantized', 'SOME_DTYPE'})",2
416,0.0014347202295552368,"frozenset({'quantized', 'type'})",2
418,0.0014347202295552368,"frozenset({'norm', 'tensor'})",2
419,0.0014347202295552368,"frozenset({'dimension', 'norm'})",2
421,0.0014347202295552368,"frozenset({'shape', 'non', 'tensor'})",3
298,0.0014347202295552368,"frozenset({'function', 'nn'})",2
424,0.0014347202295552368,"frozenset({'gradients', 'tensor'})",2
425,0.0014347202295552368,"frozenset({'specified', 'rank', 'tensor'})",3
426,0.0014347202295552368,"frozenset({'rank', 'process'})",2
428,0.0014347202295552368,"frozenset({'one', 'tensor'})",2
429,0.0014347202295552368,"frozenset({'single', 'element', 'number', 'one', 'SOME_STRUCTURE'})",5
430,0.0014347202295552368,"frozenset({'indices', 'containing', 'tensor'})",3
431,0.0014347202295552368,"frozenset({'elements', 'indices'})",2
433,0.0014347202295552368,"frozenset({'torch', 'e'})",2
391,0.0014347202295552368,"frozenset({'input', 'tensor', 'weight'})",3
188,0.0014347202295552368,"frozenset({'aligned', 'false'})",2
195,0.0014347202295552368,"frozenset({'norm', 'calculate'})",2
373,0.0014347202295552368,"frozenset({'source', 'tensor'})",2
363,0.0014347202295552368,"frozenset({'value', 'n', 'k'})",3
364,0.0014347202295552368,"frozenset({'number', 'n', 'c'})",3
365,0.0014347202295552368,"frozenset({'tensor', 'c'})",2
210,0.0014347202295552368,"frozenset({'sorted', 'order'})",2
367,0.0014347202295552368,"frozenset({'pooling', 'indices', 'whether', 'return'})",4
368,0.0014347202295552368,"frozenset({'pooling', 'operation', 'stride'})",3
369,0.0014347202295552368,"frozenset({'also', 'input'})",2
370,0.0014347202295552368,"frozenset({'also', 'SOME_DTYPE'})",2
209,0.0014347202295552368,"frozenset({'input', 'sorted'})",2
207,0.0014347202295552368,"frozenset({'tensor', 'collective'})",2
206,0.0014347202295552368,"frozenset({'input', 'output', 'collective'})",3
385,0.0014347202295552368,"frozenset({'shape', 'provided', 'tensor'})",3
204,0.0014347202295552368,"frozenset({'function', 'op', 'argument', 'negative'})",4
203,0.0014347202295552368,"frozenset({'SOME_DTYPE', 'negative'})",2
377,0.0014347202295552368,"frozenset({'zeros', 'default'})",2
378,0.0014347202295552368,"frozenset({'input', 'order'})",2
379,0.0014347202295552368,"frozenset({'order', 'controls'})",2
201,0.0014347202295552368,"frozenset({'input', 'center', 'true', 'tensor'})",4
200,0.0014347202295552368,"frozenset({'input', 'center', 'set', 'corner', 'pixels', 'points', 'true'})",7
382,0.0014347202295552368,"frozenset({'none', 'given', 'uses', 'default', 'current', 'current_device', 'SOME_DTYPE'})",7
196,0.0014347202295552368,"frozenset({'p', 'calculate', 'distance'})",3
384,0.0014347202295552368,"frozenset({'provided', 'default'})",2
1,0.0014347202295552368,"frozenset({'distributed', 'function', 'len', 'calling', 'processes'})",5
