class,Type,name,input,link,source_code
torch.nn.Module,method,to,"*args,**kwargs,device=None,dtype=None,non_blocking=False,dtype,non_blocking=False,tensor,non_blocking=False",https://pytorch.org/docs/stable/nn.html#torch.nn.Module.to,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.to
torch.nn.Module,method,train,mode=True,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.train,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.train
torch.nn.Module,method,type,dst_type,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.type,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.type
torch.nn.Module,method,zero_grad,,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.zero_grad,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.zero_grad
torch.nn.Sequential,class,,*args,https://pytorch.org/docs/stable/nn.html#torch.nn.Sequential,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#Sequential
torch.nn.ModuleList,class,,modules=None,https://pytorch.org/docs/stable/nn.html#torch.nn.ModuleList,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ModuleList
torch.nn.ModuleList,method,append,module,https://pytorch.org/docs/stable/nn.html#torch.nn.ModuleList.append,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ModuleList.append
torch.nn.ModuleList,method,extend,modules,https://pytorch.org/docs/stable/nn.html#torch.nn.ModuleList.extend,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ModuleList.extend
torch.nn.ModuleList,method,insert,"index,module",https://pytorch.org/docs/stable/nn.html#torch.nn.ModuleList.insert,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ModuleList.insert
torch.nn.ModuleDict,class,,modules=None,https://pytorch.org/docs/stable/nn.html#torch.nn.ModuleDict,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ModuleDict
torch.nn.ModuleDict,method,clear,,https://pytorch.org/docs/stable/nn.html#torch.nn.ModuleDict.clear,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ModuleDict.clear
torch.nn.ModuleDict,method,items,,https://pytorch.org/docs/stable/nn.html#torch.nn.ModuleDict.items,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ModuleDict.items
torch.nn.ModuleDict,method,keys,,https://pytorch.org/docs/stable/nn.html#torch.nn.ModuleDict.keys,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ModuleDict.keys
torch.nn.ModuleDict,method,pop,key,https://pytorch.org/docs/stable/nn.html#torch.nn.ModuleDict.pop,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ModuleDict.pop
torch.nn.ModuleDict,method,update,modules,https://pytorch.org/docs/stable/nn.html#torch.nn.ModuleDict.update,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ModuleDict.update
torch.nn.ModuleDict,method,values,,https://pytorch.org/docs/stable/nn.html#torch.nn.ModuleDict.values,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ModuleDict.values
torch.nn.ParameterList,class,,parameters=None,https://pytorch.org/docs/stable/nn.html#torch.nn.ParameterList,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ParameterList
torch.nn.ParameterList,method,append,parameter,https://pytorch.org/docs/stable/nn.html#torch.nn.ParameterList.append,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ParameterList.append
torch.nn.ParameterList,method,extend,parameters,https://pytorch.org/docs/stable/nn.html#torch.nn.ParameterList.extend,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ParameterList.extend
torch.nn.ParameterDict,class,,parameters=None,https://pytorch.org/docs/stable/nn.html#torch.nn.ParameterDict,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ParameterDict
torch.nn.ParameterDict,method,clear,,https://pytorch.org/docs/stable/nn.html#torch.nn.ParameterDict.clear,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ParameterDict.clear
torch.nn.ParameterDict,method,items,,https://pytorch.org/docs/stable/nn.html#torch.nn.ParameterDict.items,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ParameterDict.items
torch.nn.ParameterDict,method,keys,,https://pytorch.org/docs/stable/nn.html#torch.nn.ParameterDict.keys,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ParameterDict.keys
torch.nn.ParameterDict,method,pop,key,https://pytorch.org/docs/stable/nn.html#torch.nn.ParameterDict.pop,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ParameterDict.pop
torch.nn.ParameterDict,method,update,parameters,https://pytorch.org/docs/stable/nn.html#torch.nn.ParameterDict.update,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ParameterDict.update
torch.nn.ParameterDict,method,values,,https://pytorch.org/docs/stable/nn.html#torch.nn.ParameterDict.values,https://pytorch.org/docs/stable/_modules/torch/nn/modules/container.html#ParameterDict.values
torch.nn.Conv1d,class,,"in_channels,out_channels,kernel_size,stride=1,padding=0,dilation=1,groups=1,bias=True,padding_mode='zeros'",https://pytorch.org/docs/stable/nn.html#torch.nn.Conv1d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/conv.html#Conv1d
torch.nn.Conv2d,class,,"in_channels,out_channels,kernel_size,stride=1,padding=0,dilation=1,groups=1,bias=True,padding_mode='zeros'",https://pytorch.org/docs/stable/nn.html#torch.nn.Conv2d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/conv.html#Conv2d
torch.nn.Conv3d,class,,"in_channels,out_channels,kernel_size,stride=1,padding=0,dilation=1,groups=1,bias=True,padding_mode='zeros'",https://pytorch.org/docs/stable/nn.html#torch.nn.Conv3d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/conv.html#Conv3d
torch.nn.ConvTranspose1d,class,,"in_channels,out_channels,kernel_size,stride=1,padding=0,output_padding=0,groups=1,bias=True,dilation=1,padding_mode='zeros'",https://pytorch.org/docs/stable/nn.html#torch.nn.ConvTranspose1d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/conv.html#ConvTranspose1d
torch.nn.ConvTranspose2d,class,,"in_channels,out_channels,kernel_size,stride=1,padding=0,output_padding=0,groups=1,bias=True,dilation=1,padding_mode='zeros'",https://pytorch.org/docs/stable/nn.html#torch.nn.ConvTranspose2d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/conv.html#ConvTranspose2d
torch.nn.ConvTranspose3d,class,,"in_channels,out_channels,kernel_size,stride=1,padding=0,output_padding=0,groups=1,bias=True,dilation=1,padding_mode='zeros'",https://pytorch.org/docs/stable/nn.html#torch.nn.ConvTranspose3d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/conv.html#ConvTranspose3d
torch.nn.Unfold,class,,"kernel_size,dilation=1,padding=0,stride=1",https://pytorch.org/docs/stable/nn.html#torch.nn.Unfold,https://pytorch.org/docs/stable/_modules/torch/nn/modules/fold.html#Unfold
torch.nn.Fold,class,,"output_size,kernel_size,dilation=1,padding=0,stride=1",https://pytorch.org/docs/stable/nn.html#torch.nn.Fold,https://pytorch.org/docs/stable/_modules/torch/nn/modules/fold.html#Fold
torch.nn.MaxPool1d,class,,"kernel_size,stride=None,padding=0,dilation=1,return_indices=False,ceil_mode=False",https://pytorch.org/docs/stable/nn.html#torch.nn.MaxPool1d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#MaxPool1d
torch.nn.MaxPool2d,class,,"kernel_size,stride=None,padding=0,dilation=1,return_indices=False,ceil_mode=False",https://pytorch.org/docs/stable/nn.html#torch.nn.MaxPool2d,https://pytorch.org/docs/stable/_modules/torch/nn/modules/pooling.html#MaxPool2d
