API,Type,Count,Input,Unnamed: 4
mxnet.ndarray.swapaxis,timeout,17,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.swapaxis.yaml_workdir/timeout_script_record,
mxnet.ndarray.sequencereverse,Floating_Point_Exception,5,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.sequencereverse.yaml_workdir/Floating_Point_Exception_script_record,mx8
mxnet.ndarray.take,timeout,14,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.take.yaml_workdir/timeout_script_record,
mxnet.ndarray.tanh,timeout,88,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.tanh.yaml_workdir/timeout_script_record,
mxnet.ndarray.tan,timeout,90,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.tan.yaml_workdir/timeout_script_record,
mxnet.ndarray.tile,timeout,7,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.tile.yaml_workdir/timeout_script_record,
mxnet.ndarray.topk,timeout,1,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.topk.yaml_workdir/timeout_script_record,
mxnet.ndarray.transpose,timeout,49,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.transpose.yaml_workdir/timeout_script_record,
mxnet.ndarray.trunc,timeout,95,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.trunc.yaml_workdir/timeout_script_record,
mxnet.ndarray.unravel_index,Abort,1,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.unravel_index.yaml_workdir/Abort_script_record,
mxnet.ndarray.unravel_index,Floating_Point_Exception,1,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.unravel_index.yaml_workdir/Floating_Point_Exception_script_record,mx10
mxnet.ndarray.unravel_index,Segmentation_Fault,6,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.unravel_index.yaml_workdir/Segmentation_Fault_script_record,mx11
mxnet.ndarray.zeros2,Kill,1,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.zeros2.yaml_workdir/Kill_script_record,
mxnet.ndarray.zeros2,timeout,2,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.zeros2.yaml_workdir/timeout_script_record,
mxnet.ndarray.zeros_like,timeout,85,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.zeros_like.yaml_workdir/timeout_script_record,
mxnet.ndarray.zeros,Kill,4,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.zeros.yaml_workdir/Kill_script_record,
mxnet.ndarray.zeros,timeout,3,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.ndarray.zeros.yaml_workdir/timeout_script_record,
mxnet.recordio.pack,timeout,9,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.recordio.pack.yaml_workdir/timeout_script_record,
mxnet.test_utils.almost_equal_ignore_nan,timeout,807,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.test_utils.almost_equal_ignore_nan.yaml_workdir/timeout_script_record,
mxnet.test_utils.assert_almost_equal_ignore_nan,timeout,798,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.test_utils.assert_almost_equal_ignore_nan.yaml_workdir/timeout_script_record,
mxnet.test_utils.assert_almost_equal,timeout,35,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.test_utils.assert_almost_equal.yaml_workdir/timeout_script_record,
mxnet.test_utils.download,timeout,1,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.test_utils.download.yaml_workdir/timeout_script_record,
mxnet.test_utils.gen_buckets_probs_with_ppf,timeout,27,/local1/xdanning/docter/expr/mxnet/MX26_c890544_baseline/workdir/expect_ok_no_constr/mxnet.test_utils.gen_buckets_probs_with_ppf.yaml_workdir/timeout_script_record,
